DATE,TITLE,ARTIST,,LOCKDOWN,WEEK,TOTALWEEKS,PLAYS
19/10/20,Junie by Solange,Solange,Junie,2,15,21,4
23/10/20,K by Cigarettes After Sex,Cigarettes After Sex,K,2,15,21,5
23/10/20,Kerosene! by Yves Tumor,Yves Tumor,Kerosene!,2,15,21,5
20/10/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,15,21,3
20/10/20,L/D by FELIVAND,FELIVAND,L/D,2,15,21,3
23/10/20,Laugh Now Cry Later (feat. Lil Durk) by Drake,Drake,Laugh Now Cry Later (feat. Lil Durk),2,15,21,6
22/10/20,Lust by Puma Blue,Puma Blue,Lust,2,15,21,4
23/10/20,Manhattan by Cat Power,Cat Power,Manhattan,2,15,21,3
23/10/20,Midnight Snack by jerkcurb,jerkcurb,Midnight Snack,2,15,21,3
23/10/20,New Love Cassette by Angel Olsen,Angel Olsen,New Love Cassette,2,15,21,12
23/10/20,Nothing's Gonna Hurt You Baby by Cigarettes After Sex,Cigarettes After Sex,Nothing's Gonna Hurt You Baby,2,15,21,6
20/10/20,Off and On by SALES,SALES,Off and On,2,15,21,3
23/10/20,Open by Rhye,Rhye,Open,2,15,21,5
20/10/20,Overgrown by FELIVAND,FELIVAND,Overgrown,2,15,21,7
23/10/20,Recollections by FELIVAND,FELIVAND,Recollections,2,15,21,15
22/10/20,Right of Spring by Ravyn Lenae,Ravyn Lenae,Right of Spring,2,15,21,8
19/10/20,Romanticist by Yves Tumor,Yves Tumor,Romanticist,2,15,21,3
22/10/20,Round and Round by Ariel Pink,Ariel Pink,Round and Round,2,15,21,12
19/10/20,S'Cooled by Blood Orange,Blood Orange,S'Cooled,2,15,21,5
21/10/20,show me by Mac Ayres,Mac Ayres,show me,2,15,21,3
23/10/20,Situationship by Snoh Aalegra,Snoh Aalegra,Situationship,2,15,21,12
23/10/20,Smoke - Remix by Blood Orange,Blood Orange,Smoke - Remix,2,15,21,3
22/10/20,Something to Feel by Mac Ayres,Mac Ayres,Something to Feel,2,15,21,4
20/10/20,Sour Flower by Lianne La Havas,Lianne La Havas,Sour Flower,2,15,21,3
19/10/20,Still by Dominic Pierce,Dominic Pierce,Still,2,15,21,7
23/10/20,Strawberry Privilege by Yves Tumor,Yves Tumor,Strawberry Privilege,2,15,21,9
21/10/20,Suddenly by Drugdealer,Drugdealer,Suddenly,2,15,21,5
21/10/20,Sunset by The xx,The xx,Sunset,2,15,21,4
20/10/20,Super Stars by Yves Tumor,Yves Tumor,Super Stars,2,15,21,3
22/10/20,Take Care by Drake,Drake,Take Care,2,15,21,3
23/10/20,The Game by FELIVAND,FELIVAND,The Game,2,15,21,24
23/10/20,The Moon Song - Studio Version Duet by Karen O,Karen O,The Moon Song - Studio Version Duet,2,15,21,6
23/10/20,Those Were the Days by Angel Olsen,Angel Olsen,Those Were the Days,2,15,21,19
23/10/20,"to Perth, before the border closes by Julia Jacklin",Julia Jacklin,"to Perth, before the border closes",2,15,21,11
21/10/20,Toronto by Snoh Aalegra,Snoh Aalegra,Toronto,2,15,21,3
22/10/20,TTYL by Morabeza Tobacco,Morabeza Tobacco,TTYL,2,15,21,3
23/10/20,V. 3005 - Beach Picnic Version by Childish Gambino,Childish Gambino,V. 3005 - Beach Picnic Version,2,15,21,6
23/10/20,Velvet Leaves by Puma Blue,Puma Blue,Velvet Leaves,2,15,21,32
23/10/20,Want Me by Puma Blue,Puma Blue,Want Me,2,15,21,4
22/10/20,Warm (feat. Mia) by Dre'es,Dre'es,Warm (feat. Mia),2,15,21,9
20/10/20,White Jeans by SALES,SALES,White Jeans,2,15,21,3
22/10/20,Whoa by Snoh Aalegra,Snoh Aalegra,Whoa,2,15,21,5
20/10/20,Witching Hour by Tops,Tops,Witching Hour,2,15,21,3
22/10/20,You by Snoh Aalegra,Snoh Aalegra,You,2,15,21,4
27/10/20,All About You by Leon Bridges,Leon Bridges,All About You,2,16,22,3
27/10/20,Aries (feat. Peter Hook and Georgia) by Gorillaz,Gorillaz,Aries (feat. Peter Hook and Georgia),2,16,22,7
27/10/20,Belly Side Up by Matt Corby,Matt Corby,Belly Side Up,2,16,22,3
27/10/20,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,2,16,22,3
26/10/20,Ceiling by King Krule,King Krule,Ceiling,2,16,22,3
27/10/20,Ebb & Flow by FELIVAND,FELIVAND,Ebb & Flow,2,16,22,9
25/10/20,Everywhere - 2017 Remaster by Fleetwood Mac,Fleetwood Mac,Everywhere - 2017 Remaster,2,16,22,3
26/10/20,Give It Up by Angel Olsen,Angel Olsen,Give It Up,2,16,22,3
26/10/20,Great Dane by Cosmo Pyke,Cosmo Pyke,Great Dane,2,16,22,4
27/10/20,Green Eyes by Arlo Parks,Arlo Parks,Green Eyes,2,16,22,11
27/10/20,Hasdallen Lights by Yves Tumor,Yves Tumor,Hasdallen Lights,2,16,22,3
27/10/20,Heart Shaped Face by Angel Olsen,Angel Olsen,Heart Shaped Face,2,16,22,4
27/10/20,Hey Moon by John Maus,John Maus,Hey Moon,2,16,22,4
27/10/20,Honey Hi - 2015 Remaster by Fleetwood Mac,Fleetwood Mac,Honey Hi - 2015 Remaster,2,16,22,5
26/10/20,I Wanna C U by Blood Orange,Blood Orange,I Wanna C U,2,16,22,3
27/10/20,JEWELZ by Anderson .Paak,Anderson .Paak,JEWELZ,2,16,22,3
27/10/20,Manhattan by Cat Power,Cat Power,Manhattan,2,16,22,8
27/10/20,MLS (feat. JPEGMAFIA and CHAI) by Gorillaz,Gorillaz,MLS (feat. JPEGMAFIA and CHAI),2,16,22,5
27/10/20,New Love Cassette by Angel Olsen,Angel Olsen,New Love Cassette,2,16,22,3
26/10/20,Open by Rhye,Rhye,Open,2,16,22,3
26/10/20,Pac-Man (feat. ScHoolboy Q) by Gorillaz,Gorillaz,Pac-Man (feat. ScHoolboy Q),2,16,22,3
27/10/20,Recollections by FELIVAND,FELIVAND,Recollections,2,16,22,5
27/10/20,S'Cooled by Blood Orange,Blood Orange,S'Cooled,2,16,22,4
26/10/20,Self by Noname,Noname,Self,2,16,22,3
27/10/20,Severed Head (feat. Goldlink and Unknown Mortal Orchestra) by Gorillaz,Gorillaz,Severed Head (feat. Goldlink and Unknown Mortal Orchestra),2,16,22,9
27/10/20,Simplicity (feat. Joan As Police Woman) by Gorillaz,Gorillaz,Simplicity (feat. Joan As Police Woman),2,16,22,9
26/10/20,Strawberry Privilege by Yves Tumor,Yves Tumor,Strawberry Privilege,2,16,22,5
26/10/20,Sunset by The xx,The xx,Sunset,2,16,22,3
27/10/20,Take Care by Drake,Drake,Take Care,2,16,22,3
27/10/20,The Game by FELIVAND,FELIVAND,The Game,2,16,22,8
26/10/20,The Lost Chord (feat. Leee John) by Gorillaz,Gorillaz,The Lost Chord (feat. Leee John),2,16,22,3
27/10/20,These Days by Nico,Nico,These Days,2,16,22,5
27/10/20,Those Were the Days by Angel Olsen,Angel Olsen,Those Were the Days,2,16,22,6
27/10/20,"to Perth, before the border closes by Julia Jacklin",Julia Jacklin,"to Perth, before the border closes",2,16,22,3
26/10/20,TTYL by Morabeza Tobacco,Morabeza Tobacco,TTYL,2,16,22,4
27/10/20,Velvet Leaves by Puma Blue,Puma Blue,Velvet Leaves,2,16,22,8
26/10/20,Warm (feat. Mia) by Dre'es,Dre'es,Warm (feat. Mia),2,16,22,3
27/10/20,What The World Needs Now by Cat Power,Cat Power,What The World Needs Now,2,16,22,3
16/2/21,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,3,1,23,3
15/2/21,34+35 by Ariana Grande,Ariana Grande,34+35,3,1,23,3
15/2/21,adhd by slowthai,slowthai,adhd,3,1,23,4
16/2/21,Already Falling by Puma Blue,Puma Blue,Already Falling,3,1,23,5
17/2/21,Another Case - Radio Edit by Tora,Tora,Another Case - Radio Edit,3,1,23,3
17/2/21,antidote by orion sun,orion sun,antidote,3,1,23,12
16/2/21,Baby by Summer Walker,Summer Walker,Baby,3,1,23,3
13/2/21,Basement Jack by Steve Lacy,Steve Lacy,Basement Jack,3,1,23,3
17/2/21,Bath House by Puma Blue,Puma Blue,Bath House,3,1,23,11
16/2/21,Black Paper Plane by FELIVAND,FELIVAND,Black Paper Plane,3,1,23,4
17/2/21,Bluish by Arlo Parks,Arlo Parks,Bluish,3,1,23,11
17/2/21,Booster Seat by Spacey Jane,Spacey Jane,Booster Seat,3,1,23,10
16/2/21,BUSSIT by Dreamville,Dreamville,BUSSIT,3,1,23,5
15/2/21,Cadet Limbo by King Krule,King Krule,Cadet Limbo,3,1,23,3
16/2/21,Ceiling by King Krule,King Krule,Ceiling,3,1,23,3
16/2/21,Cherish (furs) by Puma Blue,Puma Blue,Cherish (furs),3,1,23,3
17/2/21,Come In Closer by Rhye,Rhye,Come In Closer,3,1,23,6
16/2/21,Czech One by King Krule,King Krule,Czech One,3,1,23,3
17/2/21,Dance Like U by OKAY KAYA,OKAY KAYA,Dance Like U,3,1,23,6
17/2/21,Ebb & Flow by FELIVAND,FELIVAND,Ebb & Flow,3,1,23,3
17/2/21,Feeding the Family by Spacey Jane,Spacey Jane,Feeding the Family,3,1,23,5
17/2/21,Flaming Hot Cheetos by Clairo,Clairo,Flaming Hot Cheetos,3,1,23,6
15/2/21,focus by slowthai,slowthai,focus,3,1,23,5
16/2/21,For Violet by Arlo Parks,Arlo Parks,For Violet,3,1,23,4
16/2/21,Funky I Like It by Babe Rainbow,Babe Rainbow,Funky I Like It,3,1,23,3
16/2/21,Girl Like You by Toro y Moi,Toro y Moi,Girl Like You,3,1,23,3
16/2/21,"Gravity (feat. Tyler, The Creator) by Brent Faiyaz",Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",3,1,23,4
17/2/21,Heaven's Only Wishful - Extended Version by MorMor,MorMor,Heaven's Only Wishful - Extended Version,3,1,23,7
14/2/21,I Didn't Know by Skinshape,Skinshape,I Didn't Know,3,1,23,3
16/2/21,I Don't Know by Nick Hakim,Nick Hakim,I Don't Know,3,1,23,4
16/2/21,I'm On Fire by Chromatics,Chromatics,I'm On Fire,3,1,23,3
16/2/21,In a Good Way by Faye Webster,Faye Webster,In a Good Way,3,1,23,4
17/2/21,Lay Me Down by Steve Lacy,Steve Lacy,Lay Me Down,3,1,23,3
16/2/21,Lost in Yesterday by Tame Impala,Tame Impala,Lost in Yesterday,3,1,23,3
17/2/21,Manhattan by Cat Power,Cat Power,Manhattan,3,1,23,3
14/2/21,Mother Nature's Bitch by OKAY KAYA,OKAY KAYA,Mother Nature's Bitch,3,1,23,3
15/2/21,Mythological Beauty by Big Thief,Big Thief,Mythological Beauty,3,1,23,4
17/2/21,N Side by Steve Lacy,Steve Lacy,N Side,3,1,23,3
14/2/21,NEW ORLEANS by BROCKHAMPTON,BROCKHAMPTON,NEW ORLEANS,3,1,23,3
17/2/21,Nonstop by Drake,Drake,Nonstop,3,1,23,8
16/2/21,Opiate by Puma Blue,Puma Blue,Opiate,3,1,23,5
16/2/21,Pond Weed by Brad stank,Brad stank,Pond Weed,3,1,23,3
15/2/21,positions by Ariana Grande,Ariana Grande,positions,3,1,23,3
17/2/21,Reminder by The Weeknd,The Weeknd,Reminder,3,1,23,9
16/2/21,Right Side of My Neck by Faye Webster,Faye Webster,Right Side of My Neck,3,1,23,3
17/2/21,Simplicity (feat. Joan As Police Woman) by Gorillaz,Gorillaz,Simplicity (feat. Joan As Police Woman),3,1,23,3
17/2/21,Skin by Spacey Jane,Spacey Jane,Skin,3,1,23,8
14/2/21,Sofia by Clairo,Clairo,Sofia,3,1,23,3
17/2/21,Softly by Clairo,Clairo,Softly,3,1,23,3
16/2/21,Song 32 by Noname,Noname,Song 32,3,1,23,4
17/2/21,Straightfaced by Spacey Jane,Spacey Jane,Straightfaced,3,1,23,4
17/2/21,Sugar Snap by Tora,Tora,Sugar Snap,3,1,23,4
15/2/21,Super Soft by Puma Blue,Puma Blue,Super Soft,3,1,23,5
15/2/21,Supermodel by SZA,SZA,Supermodel,3,1,23,4
13/2/21,Sweet Dreams by Puma Blue,Puma Blue,Sweet Dreams,3,1,23,3
17/2/21,Sweet November by SZA,SZA,Sweet November,3,1,23,3
14/2/21,Sweetest Revenge by Rhye,Rhye,Sweetest Revenge,3,1,23,3
17/2/21,Tessellate by alt-J,alt-J,Tessellate,3,1,23,5
16/2/21,"to Perth, before the border closes by Julia Jacklin",Julia Jacklin,"to Perth, before the border closes",3,1,23,3
17/2/21,Tombstone by Ocean Alley,Ocean Alley,Tombstone,3,1,23,4
16/2/21,Tweety by Raveena,Raveena,Tweety,3,1,23,4
17/2/21,Untold by Ry x,Ry x,Untold,3,1,23,3
17/2/21,Velvet Leaves by Puma Blue,Puma Blue,Velvet Leaves,3,1,23,4
15/2/21,You Deserve This by Men I Trust,Men I Trust,You Deserve This,3,1,23,3
2/6/21,Aldo Raine by Fouk,Fouk,Aldo Raine,4,1,24,4
3/6/21,Brilliant Nigga by Channel Tres,Channel Tres,Brilliant Nigga,4,1,24,4
3/6/21,Bussdown (feat. Shaybo) by Jorja Smith,Jorja Smith,Bussdown (feat. Shaybo),4,1,24,18
3/6/21,By Your Side by Kllo,Kllo,By Your Side,4,1,24,9
3/6/21,Controller by Channel Tres,Channel Tres,Controller,4,1,24,7
3/6/21,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,4,1,24,5
3/6/21,getting it on by SALES,SALES,getting it on,4,1,24,4
3/6/21,GOOD by Alex G,Alex G,GOOD,4,1,24,8
3/6/21,IDK by Willow,Willow,IDK,4,1,24,19
3/6/21,If Only by Raveena,Raveena,If Only,4,1,24,3
3/6/21,jamz by SALES,SALES,jamz,4,1,24,19
3/6/21,"jealousy, jealousy by Olivia Rodrigo",Olivia Rodrigo,"jealousy, jealousy",4,1,24,6
3/6/21,Marceline by Willow,Willow,Marceline,4,1,24,20
3/6/21,MLS (feat. JPEGMAFIA and CHAI) by Gorillaz,Gorillaz,MLS (feat. JPEGMAFIA and CHAI),4,1,24,9
3/6/21,Not Like Them by Kllo,Kllo,Not Like Them,4,1,24,6
3/6/21,Off and On by SALES,SALES,Off and On,4,1,24,4
3/6/21,Overthinking IT by Willow,Willow,Overthinking IT,4,1,24,4
3/6/21,Rainy Day Loop by SALES,SALES,Rainy Day Loop,4,1,24,5
2/6/21,Rose Quartz by Toro y Moi,Toro y Moi,Rose Quartz,4,1,24,5
3/6/21,Shy by Hether,Hether,Shy,4,1,24,7
3/6/21,t r a n s p a r e n t s o u l feat. Travis Barker by Willow,Willow,t r a n s p a r e n t s o u l feat. Travis Barker,4,1,24,9
3/6/21,Take Me To Your Leader - Extended Mix by Walker & Royce,Walker & Royce,Take Me To Your Leader - Extended Mix,4,1,24,10
3/6/21,thurs 6-25 by SALES,SALES,thurs 6-25,4,1,24,22
31/5/21,Time Machine by Willow,Willow,Time Machine,4,1,24,3
3/6/21,Velvet Leaves by Puma Blue,Puma Blue,Velvet Leaves,4,1,24,3
3/6/21,Warm Honey by Willow,Willow,Warm Honey,4,1,24,15
3/6/21,White Jeans by SALES,SALES,White Jeans,4,1,24,5
10/6/21,Addicted by Jorja Smith,Jorja Smith,Addicted,4,2,25,3
10/6/21,Always Forever by Cults,Cults,Always Forever,4,2,25,15
10/6/21,Baybee by Jay Som,Jay Som,Baybee,4,2,25,33
10/6/21,Burn by Jorja Smith,Jorja Smith,Burn,4,2,25,21
10/6/21,Bussdown (feat. Shaybo) by Jorja Smith,Jorja Smith,Bussdown (feat. Shaybo),4,2,25,20
9/6/21,By Your Side by Kllo,Kllo,By Your Side,4,2,25,16
10/6/21,Chalk Tablet Towers (feat. St Vincent) by Gorillaz,Gorillaz,Chalk Tablet Towers (feat. St Vincent),4,2,25,14
10/6/21,Devotion by Jay Som,Jay Som,Devotion,4,2,25,25
9/6/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,4,2,25,15
10/6/21,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,4,2,25,24
10/6/21,Everybody Works by Jay Som,Jay Som,Everybody Works,4,2,25,5
10/6/21,GOOD by Alex G,Alex G,GOOD,4,2,25,23
10/6/21,IDK by Willow,Willow,IDK,4,2,25,20
10/6/21,jamz by SALES,SALES,jamz,4,2,25,23
10/6/21,Jimtastic Blues by Greentea Peng,Greentea Peng,Jimtastic Blues,4,2,25,13
10/6/21,Just Like My by HOMESHAKE,HOMESHAKE,Just Like My,4,2,25,3
10/6/21,Kids With Guns by Gorillaz,Gorillaz,Kids With Guns,4,2,25,18
8/6/21,La Lune by King Krule,King Krule,La Lune,4,2,25,3
6/6/21,Live Without Your Love (with Steve Lacy) by Love Regenerator,Love Regenerator,Live Without Your Love (with Steve Lacy),4,2,25,5
10/6/21,Marceline by Willow,Willow,Marceline,4,2,25,24
9/6/21,Meditation by Greentea Peng,Greentea Peng,Meditation,4,2,25,10
10/6/21,MLS (feat. JPEGMAFIA and CHAI) by Gorillaz,Gorillaz,MLS (feat. JPEGMAFIA and CHAI),4,2,25,16
10/6/21,Not Like Them by Kllo,Kllo,Not Like Them,4,2,25,20
5/6/21,Nylon by Kllo,Kllo,Nylon,4,2,25,4
6/6/21,Off and On by SALES,SALES,Off and On,4,2,25,3
7/6/21,Peace of Mind (feat. Faith Evans) by Little Dragon,Little Dragon,Peace of Mind (feat. Faith Evans),4,2,25,3
7/6/21,Sarah by Alex G,Alex G,Sarah,4,2,25,3
10/6/21,She's My Collar (feat. Kali Uchis) by Gorillaz,Gorillaz,She's My Collar (feat. Kali Uchis),4,2,25,13
10/6/21,Shy by Hether,Hether,Shy,4,2,25,18
10/6/21,t r a n s p a r e n t s o u l feat. Travis Barker by Willow,Willow,t r a n s p a r e n t s o u l feat. Travis Barker,4,2,25,21
10/6/21,Tenderness by Jay Som,Jay Som,Tenderness,4,2,25,27
10/6/21,The Bus Song by Jay Som,Jay Som,The Bus Song,4,2,25,33
10/6/21,thurs 6-25 by SALES,SALES,thurs 6-25,4,2,25,23
10/6/21,Warm Honey by Willow,Willow,Warm Honey,4,2,25,17
20/7/21,20 Something by SZA,SZA,20 Something,5,1,26,4
19/7/21,24/7 (feat. Ella Mai) by Meek Mill,Meek Mill,24/7 (feat. Ella Mai),5,1,26,4
21/7/21,Baybee by Jay Som,Jay Som,Baybee,5,1,26,6
20/7/21,Been Like This by Doja Cat,Doja Cat,Been Like This,5,1,26,4
18/7/21,Black Sail by Chastity Belt,Chastity Belt,Black Sail,5,1,26,3
19/7/21,Chanel by Frank Ocean,Frank Ocean,Chanel,5,1,26,4
17/7/21,Dead Man Walking by Brent Faiyaz,Brent Faiyaz,Dead Man Walking,5,1,26,3
18/7/21,Different Now by Chastity Belt,Chastity Belt,Different Now,5,1,26,3
21/7/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,5,1,26,6
20/7/21,Drew Barrymore by SZA,SZA,Drew Barrymore,5,1,26,4
19/7/21,Fast Car by Syd,Syd,Fast Car,5,1,26,5
17/7/21,Headache by Grouper,Grouper,Headache,5,1,26,5
17/7/21,I'm Clean Now by Grouper,Grouper,I'm Clean Now,5,1,26,4
19/7/21,IN YOUR EYES by Snoh Aalegra,Snoh Aalegra,IN YOUR EYES,5,1,26,8
21/7/21,INDECISIVE by Snoh Aalegra,Snoh Aalegra,INDECISIVE,5,1,26,16
17/7/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,5,1,26,5
19/7/21,LOST YOU by Snoh Aalegra,Snoh Aalegra,LOST YOU,5,1,26,5
20/7/21,Needed Me by Rihanna,Rihanna,Needed Me,5,1,26,6
21/7/21,"New Person, Same Old Mistakes by Tame Impala",Tame Impala,"New Person, Same Old Mistakes",5,1,26,4
20/7/21,Nights by Frank Ocean,Frank Ocean,Nights,5,1,26,7
19/7/21,Ninety by Jaden,Jaden,Ninety,5,1,26,6
17/7/21,Poison Tree by Grouper,Grouper,Poison Tree,5,1,26,8
19/7/21,"Potato Salad by Tyler, The Creator","Tyler, The Creator",Potato Salad,5,1,26,5
20/7/21,Prom by SZA,SZA,Prom,5,1,26,6
21/7/21,Ride by Doja Cat,Doja Cat,Ride,5,1,26,8
17/7/21,"RISE! (feat. DAISY WORLD) by Tyler, The Creator","Tyler, The Creator",RISE! (feat. DAISY WORLD),5,1,26,4
19/7/21,"RUNITUP (feat. Teezo Touchdown) by Tyler, The Creator","Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),5,1,26,5
20/7/21,Sex With Me by Rihanna,Rihanna,Sex With Me,5,1,26,5
19/7/21,Suddenly by Drugdealer,Drugdealer,Suddenly,5,1,26,5
21/7/21,Take Me Where Your Heart Is by Q,Q,Take Me Where Your Heart Is,5,1,26,10
21/7/21,Tenderness by Jay Som,Jay Som,Tenderness,5,1,26,4
20/7/21,The Weekend by SZA,SZA,The Weekend,5,1,26,5
20/7/21,Vex Oh (feat. Eight9fly) by KAYTRANADA,KAYTRANADA,Vex Oh (feat. Eight9fly),5,1,26,8
19/7/21,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign) by Tyler, The Creator","Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5,1,26,3
20/7/21,"Yeah, I Said It by Rihanna",Rihanna,"Yeah, I Said It",5,1,26,4
20/7/21,You Right by Doja Cat,Doja Cat,You Right,5,1,26,5
21/7/21,Zuki by Jonti,Jonti,Zuki,5,1,26,8
26/7/21,Baby by Ariel Pink,Ariel Pink,Baby,5,2,27,3
26/7/21,Baby Blue by King Krule,King Krule,Baby Blue,5,2,27,3
27/7/21,Baybee by Jay Som,Jay Som,Baybee,5,2,27,11
22/7/21,Black Sail by Chastity Belt,Chastity Belt,Black Sail,5,2,27,4
26/7/21,Cellular by King Krule,King Krule,Cellular,5,2,27,3
22/7/21,Days by No Vacation,No Vacation,Days,5,2,27,4
27/7/21,Devotion by Jay Som,Jay Som,Devotion,5,2,27,3
22/7/21,Different Now by Chastity Belt,Chastity Belt,Different Now,5,2,27,3
27/7/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,5,2,27,5
22/7/21,Estrangers by No Vacation,No Vacation,Estrangers,5,2,27,4
23/7/21,Everybody Works by Jay Som,Jay Som,Everybody Works,5,2,27,5
27/7/21,Headache by Grouper,Grouper,Headache,5,2,27,4
27/7/21,INDECISIVE by Snoh Aalegra,Snoh Aalegra,INDECISIVE,5,2,27,8
27/7/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,5,2,27,8
25/7/21,Mango (Freestyle / Process) by orion sun,orion sun,Mango (Freestyle / Process),5,2,27,3
22/7/21,Mind Fields by No Vacation,No Vacation,Mind Fields,5,2,27,4
26/7/21,Mother Nature's Bitch by OKAY KAYA,OKAY KAYA,Mother Nature's Bitch,5,2,27,3
27/7/21,"New Person, Same Old Mistakes by Tame Impala",Tame Impala,"New Person, Same Old Mistakes",5,2,27,3
27/7/21,Ninety by Jaden,Jaden,Ninety,5,2,27,4
22/7/21,Out of Place by No Vacation,No Vacation,Out of Place,5,2,27,4
27/7/21,Party Again by TOPS,TOPS,Party Again,5,2,27,4
27/7/21,Ride by Doja Cat,Doja Cat,Ride,5,2,27,6
22/7/21,Seattle Party by Chastity Belt,Chastity Belt,Seattle Party,5,2,27,4
27/7/21,Shiver by Ngaiire,Ngaiire,Shiver,5,2,27,10
25/7/21,Stay High - Childish Gambino Version by Childish Gambino,Childish Gambino,Stay High - Childish Gambino Version,5,2,27,4
27/7/21,Take Me Where Your Heart Is by Q,Q,Take Me Where Your Heart Is,5,2,27,7
27/7/21,Tenderness by Jay Som,Jay Som,Tenderness,5,2,27,7
25/7/21,The Bus Song by Jay Som,Jay Som,The Bus Song,5,2,27,5
27/7/21,"U Say (feat. Tyler, the Creator & Jay Prince) by GoldLink",GoldLink,"U Say (feat. Tyler, the Creator & Jay Prince)",5,2,27,7
22/7/21,What the Hell by Chastity Belt,Chastity Belt,What the Hell,5,2,27,4
25/7/21,Yam Yam by No Vacation,No Vacation,Yam Yam,5,2,27,4
22/7/21,You're Not with Me by No Vacation,No Vacation,You're Not with Me,5,2,27,4
27/7/21,Zuki by Jonti,Jonti,Zuki,5,2,27,6
11/8/21,4 Leaf Clover (feat. Steve Lacy) by Ravyn Lenae,Ravyn Lenae,4 Leaf Clover (feat. Steve Lacy),6,1,28,3
11/8/21,Aldo Raine by Fouk,Fouk,Aldo Raine,6,1,28,5
7/8/21,Baybee by Jay Som,Jay Som,Baybee,6,1,28,3
10/8/21,Beaubien Dream by Project Pablo,Project Pablo,Beaubien Dream,6,1,28,3
10/8/21,Been A Long Night by Galcher Lustwerk,Galcher Lustwerk,Been A Long Night,6,1,28,4
11/8/21,Black Paper Plane by FELIVAND,FELIVAND,Black Paper Plane,6,1,28,3
11/8/21,Bluish by Arlo Parks,Arlo Parks,Bluish,6,1,28,3
10/8/21,Cig Angel by Galcher Lustwerk,Galcher Lustwerk,Cig Angel,6,1,28,3
11/8/21,Closer by Project Pablo,Project Pablo,Closer,6,1,28,6
11/8/21,Controller by Channel Tres,Channel Tres,Controller,6,1,28,5
9/8/21,Devotion by Jay Som,Jay Som,Devotion,6,1,28,5
10/8/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,6,1,28,8
9/8/21,Do U Wrong (feat. Syd) by Leven Kali,Leven Kali,Do U Wrong (feat. Syd),6,1,28,9
9/8/21,Dragonball Durag by Thundercat,Thundercat,Dragonball Durag,6,1,28,8
9/8/21,Funny Thing by Thundercat,Thundercat,Funny Thing,6,1,28,5
11/8/21,Go Gina by SZA,SZA,Go Gina,6,1,28,3
10/8/21,Heartbeat by Raveena,Raveena,Heartbeat,6,1,28,6
9/8/21,Hide With You by Milan Ring,Milan Ring,Hide With You,6,1,28,5
11/8/21,Hold On by The Internet,The Internet,Hold On,6,1,28,3
10/8/21,Honey by Raveena,Raveena,Honey,6,1,28,3
11/8/21,I Like What You're Doing to Me by Young and Company,Young and Company,I Like What You're Doing to Me,6,1,28,3
10/8/21,INDECISIVE by Snoh Aalegra,Snoh Aalegra,INDECISIVE,6,1,28,9
10/8/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,6,1,28,6
11/8/21,Lowdown by Boz Scaggs,Boz Scaggs,Lowdown,6,1,28,5
10/8/21,Mama by Raveena,Raveena,Mama,6,1,28,3
9/8/21,Meet Me At Our Spot by THE ANXIETY,THE ANXIETY,Meet Me At Our Spot,6,1,28,7
11/8/21,Morning Shift by Project Pablo,Project Pablo,Morning Shift,6,1,28,3
10/8/21,Nectar by Raveena,Raveena,Nectar,6,1,28,3
9/8/21,Needed Me by Rihanna,Rihanna,Needed Me,6,1,28,3
9/8/21,"New Person, Same Old Mistakes by Tame Impala",Tame Impala,"New Person, Same Old Mistakes",6,1,28,5
10/8/21,Ninety by Jaden,Jaden,Ninety,6,1,28,6
11/8/21,Pink Purple Blues by Hether,Hether,Pink Purple Blues,6,1,28,3
9/8/21,Ride by Doja Cat,Doja Cat,Ride,6,1,28,4
11/8/21,Rose Quartz by Toro y Moi,Toro y Moi,Rose Quartz,6,1,28,5
9/8/21,Sex With Me by Rihanna,Rihanna,Sex With Me,6,1,28,3
9/8/21,Shiver by Ngaiire,Ngaiire,Shiver,6,1,28,6
9/8/21,So Many Details by Toro y Moi,Toro y Moi,So Many Details,6,1,28,11
10/8/21,Still Dreaming by Raveena,Raveena,Still Dreaming,6,1,28,3
10/8/21,Stone by Raveena,Raveena,Stone,6,1,28,3
10/8/21,Take Me Where Your Heart Is by Q,Q,Take Me Where Your Heart Is,6,1,28,5
9/8/21,Tenderness by Jay Som,Jay Som,Tenderness,6,1,28,4
